Food,Measure,Grams,Calories,Protein,Fat,SatFat,Fiber,Carbs,Category,Id,Price,Img_url
hardal tozu,x,100,513,26,36.2,2,12.2,28.1,x,481,122,https://st2.myideasoft.com/idea/au/35/myassets/products/639/hardal-tozu.jpg?revision=1586209084
kereviz yapragi,x,100,17.9,0.8,0.2,0.1,1.6,4,x,482,52,https://i4.hurimg.com/i/hurriyet/75/750x422/5e552406c03c0e26dcac7c00.jpg
milfoy hamuru,x,100,547.7,7.4,37.8,5.5,1.5,44.9,x,483,31,https://images.migrosone.com/sanalmarket/product/17551010/17551010-8f6d2e-1650x1650.jpg
ezilmis hashas,x,100,0,0,0,0,0,0,x,484,80,https://productimages.hepsiburada.net/s/28/500/10237096067122.jpg
ince dogranmis maydanoz,x,100,36.1,2.9,0.8,0.3,3.4,6.3,x,485,15,https://cdn.ye-mek.net/App_UI/Img/out/420/2020/08/buzlukta-maydanoz-saklama-resimli-yemek-tarifi(5).jpg
kuru domates,x,100,18.2,0.9,0.2,0,1.2,3.9,x,486,130,https://kimkim.com.tr/wp-content/uploads/2019/10/kuru-domates.jpg
surulebilir beyaz peynir,x,100,318.8,20.6,23.9,13.6,0,2.6,x,487,50,https://urlz.fr/m3vF
kiraz domates,x,100,17.8,0.9,0.2,0,1.2,3.9,x,488,34,https://productimages.hepsiburada.net/s/55/375/11211045306418.jpg
dag kekigi,x,100,102.7,5,1.2,0,13.6,25.1,x,489,34,https://i4.hurimg.com/i/hurriyet/75/750x422/61532c344e3fe016bc0690fc.jpg
ayiklanmis maydanoz,x,100,36.1,2.9,0.8,0.3,3.4,6.3,x,490,15,https://images.migrosone.com/sanalmarket/product/28265045/28265045-0b495e-1650x1650.jpg
suzme peynir,x,100,98.3,11.2,4.3,1.7,0,3.4,x,491,8,https://urlz.fr/m3vR
dana jambon,x,100,141.6,22.2,5.1,0.9,0,1,x,492,414,https://images.migrosone.com/sanalmarket/product/14901502/polonez-dana-jambon-kg-b7bfb9-1650x1650.jpg
hindi fume,x,100,113.5,13.4,3,0.1,0.4,7.8,x,493,38,https://online.danet.com.tr/tadimlik-dilimli-hindi-fume-60gr-fume-danet-50-53-O.jpg
sosis,x,100,321.9,18.4,26.9,8.8,0,1.4,x,494,63,https://camlidag.com.tr/wp-content/uploads/2022/11/Kokteyl-Sosis-250-gr-resim-261-min.jpg
carliston biber,x,100,248.5,10.5,3,1.3,25.4,63.1,x,495,25,https://cdn.cimri.io/market/260x260/carliston-biber-_213361.jpg
maya,x,100,0,0,0,0,0,0,x,496,12,https://images.migrosone.com/sanalmarket/product/05041131/5041131-deabd8-1650x1650.jpg
tost ekmegi,x,100,289,9.1,4,0.8,3,54.4,x,497,12,https://images.migrosone.com/sanalmarket/product/05120071/05120071-d07d13-1650x1650.jpg
tatli yesil sivri biber,x,100,39.4,1.9,0.4,0,1.5,8.8,x,498,77,https://urlz.fr/m3w3
kolot peyniri,x,100,98.3,11.2,4.3,1.7,0,3.4,x,499,118,https://urlz.fr/m3w5
kaynar su,x,100,0,0,0,0,0,0,x,500,5, 
vanilya cubugu,x,100,282.7,0,0,0,0,12.6,x,501,80,https://www.arifoglu.com/vanilya-cubuk-kutu-10lu-160-746006-15-O.jpg
dovulmus limon tuzu,x,100,29,1.1,0.3,0,2.7,9.3,x,502,19,https://www.makbul.com/Content/global/images/products/2/257/ORG-tane-limon-tuzu-kg488.jpg
trabzon peyniri,x,100,69.4,0.6,0.2,0,3.6,18.8,x,503,210,https://www.ofsut.com/Images/Urun/02122020220712.jpeg
orta boy sulu ayva,x,100,58,0.4,0.1,0,1.9,15,x,504,40,https://productimages.hepsiburada.net/s/113/375/110000060435249.jpg
yagsiz kiyma,x,100,231.1,28.2,12.1,4.7,0,0,x,505,289,https://static.ticimax.cloud/43437/uploads/urunresimleri/buyuk/dana-yagsiz-kiyma-7541cf.jpg
tel peyniri,x,100,296.6,22.3,22.3,13.2,0,2.2,x,506,60,https://images.migrosone.com/sanalmarket/product/10403155/10403155-956464-1650x1650.png
taze fasulye,x,100,34.8,1.9,0.3,0.1,3.2,7.7,x,507,40,https://d1mm3tuyihn37h.cloudfront.net/wp-content/uploads/Seker-Fasulye.jpg
taze barbunya,x,100,128.1,8.8,0.5,0.1,6.3,22.4,x,508,15,https://im.haberturk.com/2020/11/02/ver1604323375/2856594_1200x627.jpg
buyuk boy patates,x,100,92.9,2.5,0.1,0,2.2,21,x,509,16,https://cdn.cimri.io/market/260x260/patates-_185267.jpg
kus uzumu,x,100,289.8,4.1,0.3,0,6.8,72.8,x,510,45,https://productimages.hepsiburada.net/s/28/500/10195597918258.jpg
deniz borulcesi,x,100,128.1,8.8,0.5,0.1,6.3,22.4,x,511,21,https://i.cnnturk.com/i/cnnturk/75/740x416/5f2bffb779da3e16ac106de7.jpg
kuru bakla,x,100,109.7,7.7,0.4,0.1,5.5,19.3,x,512,55,https://cdn03.ciceksepeti.com/cicek/kcm47131956-1/XL/kesir-ata-tohumu-kuru-bakla-ici-1-kg-kcm47131956-1-bc2d0074b57b49c8a4411a0a9b3d1704.jpg
ic bakla,x,100,129.5,8.7,0.5,0.1,6.4,22.6,x,513,36,https://reimg-carrefour.mncdn.com/mnresize/600/600/productimage/30081936/30081936_0_MC/8796809560114_1612767008529.jpg
girit kabagi,x,100,0,0,0,0,0,0,x,514,45,https://seferipazar.com/wp-content/uploads/2016/11/kabak-girit-scaled.jpg
sari biber,x,100,27.6,1,0.2,0,0.9,6.2,x,515,45,https://www.bahcetohum.com/img/products/sari-sus-biberi--bahcetohum-_15.03.2021_3643ed2.jpg
kabak cicegi,x,100,22.6,1,0.4,0.1,1.1,3.8,x,516,100,https://www.kulturportali.gov.tr/contents/images/20181031114409250_kabak%20cicegi%201.jpg
orta boy dolmalik biber,x,100,27.6,0.9,0.2,0,1.2,6.8,x,517,28,https://images.migrosone.com/sanalmarket/product/28052000/biber-dolmalik-kg-0322a4-1650x1650.jpg
portakal suyu,x,100,46.4,0.7,0.1,0,0.3,11.2,x,518,53,https://www.tasocakfirin.com/image/cache/catalog/products_2021/Taze-S%C4%B1k%C4%B1lm%C4%B1%C5%9F-Portakal-Suyu-1000x1000.jpg
limon kabugu,x,100,47.9,1.5,0.3,0,10.8,15.7,x,519,19,https://im.haberturk.com/2022/02/18/ver1673354222/3349366_7168689bc43b3456ac0c1d5d9bf818c6.jpg
haslanmis yumurta,x,100,150.4,12.6,10.5,3.2,0,1.1,x,520,36,https://im.haberturk.com/2020/10/30/ver1604019387/2852963_414x414.jpg
orta boy limon,x,100,29,1.1,0.3,0,2.7,9.3,x,521,19,https://d1mm3tuyihn37h.cloudfront.net/wp-content/uploads/Limon.jpg
rendelenmis parmesan peyniri,x,100,429.7,28.7,28.3,15.4,0,14.2,x,522,152,https://media.istockphoto.com/id/1177375235/tr/foto%C4%9Fraf/lezzetli-rendelenmi%C5%9F-peynir-parmesan-peyniri.jpg?s=1024x1024&w=is&k=20&c=AGKKpQ_dO9sRV7OSZqAg8XhWV51D9d08FL28UD4Mu_M=
ayiklanmis sevketi bostan,x,100,0,0,0,0,0,0,x,523,74,https://i2.wp.com/www.hayatkolay.com/wp-content/uploads/2016/08/sevketi-bostan.gif?fit=702%2C336&ssl=1
kuzu kusbasi eti,x,100,301.2,24.4,20.5,8.8,0,0,x,524,314,https://images.migrosone.com/sanalmarket/product/24010018/24010018-9b73d3-1650x1650.jpg
arpacik sogan,x,100,73.6,2.5,0.1,0,3.2,16.9,x,525,67,https://productimages.hepsiburada.net/s/10/375/9222252429362.jpg
baldo pirinc,x,100,127.4,2.7,0.3,0.1,0.4,28.4,x,526,140,https://www.manyaskoypazari.com/wp-content/uploads/2021/11/Gonen-Baldo-Pirinc-1.jpg
tuzlu yogurt,x,100,64.2,5.3,1.6,1,0,7.2,x,527,96,https://st1.myideasoft.com/idea/ji/31/myassets/products/162/tuzlu-yogurt.jpg?revision=1672761392
firinlanmis sarimsak,x,100,144.8,6.4,0.7,0,2,32.5,x,528,13,https://www.gurmebebek.com/images/tariffotos/resized/0x300/firinlanmissarimsak-crop.jpg
dolmalik biber,x,100,27.5,0.9,0.2,0,1.2,6.8,x,529,23,https://images.migrosone.com/sanalmarket/product/28052000/biber-dolmalik-kg-0322a4-1650x1650.jpg
candir fasulyesi,x,100,91.3,4.7,0.4,0.1,4.1,21.3,x,530,67,https://i4.hurimg.com/i/hurriyet/75/1200x675/5fa3faa02269a20d68b16b06.jpg
visne suyu,x,100,52.5,0.1,0,0,0.1,13.3,x,531,19,https://productimages.hepsiburada.net/s/125/375/110000075539135.jpg
portakal kabugu rendesi,x,100,97.3,1.5,0.2,0,10.7,25.1,x,532,78,https://www.diyetkolik.com/site_media/media/nutrition_images/Portakal_Kabugu_Rende.jpg
limon kabugu rendesi,x,100,46.5,1.5,0.3,0,10.6,15.8,x,533,19,https://hthayat.haberturk.com/im/2019/08/05/ver1655012737/1071857_1920x1080.jpg
toz zerdecal,x,100,309.4,9.6,3.4,2,22.6,68,x,534,51,https://www.makbul.com/Content/global/images/products/2/289/ORG-toz-zerdecal-kg352.jpg
yesil sivri biber,x,100,39.4,1.9,0.4,0,1.5,8.8,x,535,55,https://images.migrosone.com/sanalmarket/product/28054000/biber-sivri-kg-2ab518-1650x1650.jpg
kemer patlican,x,100,34.7,0.8,0.2,0,2.5,8.7,x,536,15,https://images.migrosone.com/sanalmarket/product/28303000/patlican-kemer-kg-2ac52c-1650x1650.jpg
basbasi bulgur,x,100,85.4,3.1,0.2,0,4.5,18.9,x,537,31,https://st.myideasoft.com/idea/bi/33/myassets/products/014/basbasi-bulgur-1000g-630x800pxl.jpg?revision=1683891510
kup seker,x,100,385.6,0,0,0,0,99.8,x,538,23,https://i0.shbdn.com/photos/12/95/10/x5_1080129510mwo.jpg
dolma baharati,x,100,0,0,0,0,0,0,x,539,57,https://productimages.hepsiburada.net/s/26/375/10155779653682.jpg
beyaz sarap,x,100,84.2,0.1,0,0,0,2.6,x,540,196,https://www.meyhane.cz/shop/69-large_default/kavaklidere-angora-beyaz.jpg
shallot sogan,x,100,73.6,2.5,0.1,0,3.2,16.9,x,541,342,https://www.tarlasera.com/haber_gorselleri/her-arpacik-salot-degil2.jpg
kavrulmus dolmalik fistik,x,100,589.7,23.8,50.5,8,8.1,20.9,x,542,36,https://productimages.hepsiburada.net/s/4/375/9655880548402.jpg
haslanmis barbunya,x,100,128.1,8.8,0.5,0.1,6.3,22.4,x,543,18,https://productimages.hepsiburada.net/s/40/500/10661271175218.jpg
cubuk tarcin,x,100,242.5,3.8,1.5,0,52.2,81,x,544,28,https://naturalkoyurunleri.com/wp-content/uploads/2021/10/cubuk-tarcin.jpg
cicek enginar,x,100,0,0,0,0,0,0,x,545,200,https://kulturveyasam.com/wp-content/uploads/2018/04/enginar-01-min.jpg
sarimsakli yogurt,x,100,144.8,6.4,0.7,0,2,32.5,x,546,40,https://st2.myideasoft.com/idea/if/83/myassets/products/158/sm-urun-gorselleri-meyveli-ve-cesnili-yogurt-619700-sarimsakli-ygr-500g.jpg?revision=1638259526
cam fistigi,x,100,674.1,13.7,69.5,4.9,3.6,13.3,x,547,86,https://cdn.dsmcdn.com/ty25/product/media/images/20201122/22/30264267/56153201/1/1_org_zoom.jpg
kurutulmus biber,x,100,248.5,10.5,3,1.3,25.4,63.1,x,548,50,https://cdn.dsmcdn.com/ty13/product/media/images/20200926/7/12026956/61650004/1/1_org_zoom.jpg
mor havuc,x,100,34,0.8,0.2,0,3,8.3,x,549,34,https://productimages.hepsiburada.net/s/2/375/9549763510322.jpg
sizma zeytinyagi,x,100,894.9,0,101.5,13.9,0,0,x,550,190.00,https://www.franeli.com.tr/image/cache/data/urunler/franeli-naturel-sizma-zeytinyagi-500ml-1280x1920.png
nar,x,100,84.2,1.7,1.2,0.1,4.1,18.5,x,551,60.00,https://i.lezzet.com.tr/images-xxlarge-secondary/nar-nasil-temizlenir-23d225ce-02c1-4288-975e-2767ffd10ad3.jpg
garnitur,x,100,0,0,0,0,0,0,x,552,30.00,https://images.migrosone.com/hemen/product/09035510/09035510-ddde8c-1650x1650.jpg
taze borulce,x,100,129.5,8.7,0.5,0.1,6.4,22.6,x,553,50.00,https://images.migrosone.com/sanalmarket/product/28118003/28118003-2063d8.jpg
reyhan,x,100,24.4,4,0,0,2,2,x,554,25.00,https://static.ticimax.cloud/35637/uploads/urunresimleri/buyuk/reyhan-30-gr-045-8e.jpg
buyuk boy rendelenmis domates,x,100,15.5,0.8,0.3,0,1.9,3.5,x,555,33.00,https://productimages.hepsiburada.net/s/21/1500/9921535410226.jpg
kucuk boy enginar,x,100,53.7,2.9,0.3,0.1,5.7,11.7,x,556,58.00,https://st2.myideasoft.com/idea/jh/46/myassets/products/311/taze30.jpeg?revision=1682248116
kurutulmus domates,x,100,18.5,0.9,0.2,0,1.2,3.9,x,557,75.00,https://productimages.hepsiburada.net/s/19/500/9845634203698.jpg
isirgan yapragi,x,100,0,0,0,0,0,0,x,558,111.00,https://productimages.hepsiburada.net/s/0/375/9452926861362.jpg
top patlican,x,100,34.7,0.8,0.2,0,2.5,8.7,x,559,20.00,https://productimages.hepsiburada.net/s/65/375/110000006609806.jpg
biberli domates konservesi,x,100,18.5,0.9,0.2,0,1.2,3.9,x,560,92.00,https://i.nefisyemektarifleri.com/2017/10/20/biberli-domates-konservesi.jpg
cali fasulyesi,x,100,34.6,1.9,0.3,0,3.1,7.9,x,561,14.00,https://cdn.cimri.io/market/260x260/cali-fasulye-_97636.jpg
taze bezelye,x,100,82.4,5.4,0.2,0,5.4,15.9,x,562,33.00,https://productimages.hepsiburada.net/s/28/375/10220449693746.jpg
zeytinyag,x,100,869.2,0,101.2,13.9,0,0,x,563,155.00,https://sc04.alicdn.com/kf/HTB1wobjXG1s3KVjSZFtq6yLOpXab.jpg
tatli kirmizi toz biber,x,100,118.7,7.5,7.2,2.3,0.5,6.2,x,564,80.00,https://images.migrosone.com/sanalmarket/product/06016371/06016371-497dd6-1650x1650.jpg
pazi,x,100,19.4,1.9,0.1,0,2.1,4,x,565,17.00,https://images.migrosone.com/sanalmarket/product/28320005/pazi-demet-0225c8-1650x1650.jpg
kuru feslegen,x,100,233.6,22.7,4.3,2.9,36.7,47.8,x,566,25.00,https://productimages.hepsiburada.net/s/290/375/110000279542705.jpg
domates ici,x,100,18.2,0.9,0.2,0,1.2,3.9,x,567,20.00,https://images.migrosone.com/sanalmarket/product/28080000/domates-kg-c7462d-1650x1650.jpg
taze sikilmis portakal suyu,x,100,46.4,0.7,0.1,0,0.3,11.2,x,568,36.00,https://www.elmacafe.com/upload/taze-sikilmis-portakal-suyu.jpg
sivi krema,x,100,347.4,2.9,35.6,22.9,0,2.8,x,569,15.00,https://images.migrosone.com/sanalmarket/product/11552185/11552185-b4a398-1650x1650.jpg
kuvertur cikolata,x,100,540.2,7.8,29.4,18.6,3.4,58.9,x,570,50.00,https://productimages.hepsiburada.net/s/1/1500/9515517018162.jpg
beyaz cikolata,x,100,548.7,5.9,31.7,19.5,0.2,58.1,x,571,14.00,https://images.migrosone.com/sanalmarket/product/07030337/07030337-67296d-1650x1650.jpg
pirinc findik,x,100,127.4,2.7,0.3,0.1,0.4,28.4,x,572,205.00,https://www.pastastore.com.tr/images/urunler/Pirinc-Findik-1000-gr-resim-2755.jpg
krem santi,x,100,260.9,3.1,22,13.7,0,12.7,x,573,20.00,https://images.migrosone.com/sanalmarket/product/11552130/dr-oetker-krem-santi-150-gr-632d5c.jpg
rendelenmis elma,x,100,53,0.3,0.2,0,2.4,14.1,x,574,97.00,https://thumbs.dreamstime.com/z/grated-apple-plate-wooden-table-40475067.jpg
kakaolu petibor biskuvi,x,100,411.3,19.8,10.1,0,20.3,60.6,x,575,29.00,https://images.migrosone.com/sanalmarket/product/07010055/eti-petit-beurre-kakaolu-biskuvi-370-gr-e55b55-1650x1650.jpg
toz findik,x,100,662.2,14.9,62.8,4.5,9.2,17.7,x,576,30.00,https://productimages.hepsiburada.net/s/38/500/10596558536754.jpg
pismeyen vanilyali puding,x,100,126.6,1.5,3.7,1,0,22.2,x,577,14.00,https://productimages.hepsiburada.net/s/1/375/9541076910130.jpg
toz krem santi,x,100,260.9,3.1,22,13.7,0,12.7,x,578,109.00,https://productimages.hepsiburada.net/s/19/375/9844194115634.jpg
cikolata kremali biskuvi,x,100,540.2,7.8,29.4,18.6,3.4,58.9,x,579,8.00,https://images.migrosone.com/sanalmarket/product/07011125/7011125-8ec234-1650x1650.jpg
hazir cikolata sosu,x,100,284,2.1,1.1,0.5,2.6,64.1,x,580,29.00,https://cdn.dsmcdn.com/ty353/product/media/images/20220309/0/65846127/390953428/1/1_org_zoom.jpg
file badem,x,100,0,0,0,0,0,0,x,581,90.00,https://productimages.hepsiburada.net/s/25/500/10103981867058.jpg
cikolatali puding,x,100,140.1,2.1,4.6,1.3,0,22.7,x,582,30.00,https://images.migrosone.com/hemen/product/12509352/12509352-24ac17-1650x1650.jpg
sicak sut,x,100,51.3,3.5,1.9,1.2,0,4.9,x,583,40.00,https://static.ticimax.cloud/44240/uploads/urunresimleri/buyuk/gunluk-cig-sut-1-lt-cam-sise-e-9317.jpg
toz jelatin,x,100,326.4,84.9,0.1,0,0,0,x,584,161.00,https://productimages.hepsiburada.net/s/2/375/9567700647986.jpg
cirpilmis krema,x,100,260.9,3.1,22,13.7,0,12.7,x,585,32.00,https://images.migrosone.com/hemen/product/11552010/11552010-0ff557-1650x1650.jpg
kayisi cekirdegi,x,100,48.3,1.4,0.4,0,2,11.1,x,586,185.00,https://productimages.hepsiburada.net/s/33/375/10414355644466.jpg
potibor biskuvi,x,100,346.1,6.9,16.3,4.3,1.5,44.8,x,587,26.00,https://productimages.hepsiburada.net/s/176/375/110000140290986.jpg
cikolatali findikli puding,x,100,540.2,7.8,29.4,18.6,3.4,58.9,x,588,14.00,https://d2uiaykj5yb3c0.cloudfront.net/aypam/img/p/6690b84e-019f-41bb-90ac-1bb424c997b2.jpg
rendelenmis bitter cikolata,x,100,542,4.8,31.9,18.7,7,60.9,x,589,310.00,https://img.istegelsin.com/small/4a161fe7b7eb409e81134fdfbf75024e.jpg
kakaolu hazir pandispanya keki,x,100,411.3,19.8,10.1,0,20.3,60.6,x,590,231.00,https://i.nefisyemektarifleri.com/2016/09/02/kakaolu-pandispanya-tarifi-600x400.jpeg
damla cikolata,x,100,467.3,4.2,29.7,17.7,5.9,64.6,x,591,199.00,https://b2bf3c.cdn.akinoncloud.com/products/2021/08/31/7/51ac69bb-9788-4627-8c67-81c7f11c72dc_size470x705_cropTop.jpg
orman meyveli sos,x,100,60.8,0.8,0.3,0,2,15.3,x,592,50.00,https://www.datocms-assets.com/62828/1667831445-l-y-t-pakmaya-78g-ormanmeyvelisos.jpg?auto=format&fit=max&w=1200
hazir rulo pasta,x,100,313,9.6,6.5,1.6,3.7,52.9,x,593,24.00,https://productimages.hepsiburada.net/s/10/500/9224875114546.jpg
cikolata kremasi,x,100,540.2,7.8,29.4,18.6,3.4,58.9,x,594,52.00,https://productimages.hepsiburada.net/s/48/375/10954166239282.jpg
kakaolu puding,x,100,411.3,19.8,10.1,0,20.3,60.6,x,595,10.00,https://cdnprod.mopas.com.tr/sys-master-mopascdncontainer/h11/ha6/8876635750430/836707_0_521Wx521H
antep fistigi,x,100,584,21.5,44.9,5.7,10,27.2,x,596,248.00,https://productimages.hepsiburada.net/s/28/500/10216313389106.jpg
kakaolu biskuvi,x,100,411.3,19.8,10.1,0,20.3,60.6,x,597,9.00,https://images.migrosone.com/sanalmarket/product/07010107/07010107-c227fd-1650x1650.jpg
ganaj,x,100,0,0,0,0,0,0,x,598,162.00,https://productimages.hepsiburada.net/s/28/375/10225604100146.jpg
rendelenmis beyaz cikolata,x,100,548.7,5.9,31.7,19.5,0.2,58.1,x,599,114.00,https://cdn.akakce.com/z/nestle/nestle-classic-60-gr-beyaz-kare.jpg
halley biskuvi,x,100,346.1,6.9,16.3,4.3,1.5,44.8,x,600,25.00,https://witcdn.sonsepet.com/ulker-halley-kaplamali-sandvic-biskuvi-8li-240-gr-kaplamali-biskuvi-ulker-19934-12-B.jpg
kuru meyve parcacigi,x,100,243.5,2.4,0.5,0,7.8,65.2,x,601,130.00,https://productimages.hepsiburada.net/s/37/500/10540269469746.jpg
ince cekilmis ceviz ici,x,100,635.9,15.2,65,5.9,6.9,13.8,x,602,63.00,https://www.diyetkolik.com/site_media/media/nutrition_images/cekilmis-ceviz.jpg
toblerone cikolata,x,100,515.5,5.7,28.7,17.3,2.5,62,x,603,24.00,https://images.migrosone.com/sanalmarket/product/07040810/07040810-a3a338-1650x1650.jpg
cubuk vanilya,x,100,282.7,0,0,0,0,12.6,x,604,24.00,https://cdn.cimri.io/market/260x260/arifoglu-1-kg-cubuk-vanilya-_307522.jpg
kedidili biskuvi,x,100,358.9,7,16.5,4.3,1.5,44.6,x,605,23.00,https://d2uiaykj5yb3c0.cloudfront.net/yunus/img/p/ed9c4ae6-bbc1-4515-833d-41aad34688d3.jpg
findik krokan,x,100,656.2,14.9,61.5,4.5,9.4,17.8,x,606,100.00,https://productimages.hepsiburada.net/s/70/375/110000011208683.jpg
bitkisel sivi krem santi,x,100,260.9,3.1,22,13.7,0,12.7,x,607,150.00,https://productimages.hepsiburada.net/s/29/375/10276368252978.jpg
yulafli biskuvi,x,100,69.6,2.5,1.5,0.3,1.7,11.8,x,608,10.00,https://images.migrosone.com/sanalmarket/product/7010103/7010103_yan-9e4ab8-1650x1650.jpg
hindistan cevizi sutu,x,100,197.2,2,21.2,18.8,0,2.8,x,609,60.00,https://images.migrosone.com/sanalmarket/product/11019007/11019007-032065-1650x1650.jpg
ince cekilmis antep fistigi,x,100,584,21.5,44.9,5.7,10,27.2,x,610,500.00,https://productimages.hepsiburada.net/s/49/375/10989394165810.jpg
eritilmis ve oda isisinda bekletilmis tereyagi,x,100,721.5,0.8,79.6,51.1,0,0.1,x,611,265.00,https://cdn.yemek.com/uploads/2017/08/tereyagi-nasil-saklanir-shutter-8.jpg
rendelenmis limon kabugu,x,100,47.9,1.5,0.3,0,10.8,15.7,x,612,0,https://cdn.shopify.com/s/files/1/0574/3129/4129/products/FinessegeriebeneZitronenschale.jpg?v=1634312655
dondurulmus bogurtlen,x,100,41.8,1.4,0.5,0,5.3,9.6,x,613,90.00,https://cdn.dsmcdn.com/mrktng/seo/22eylul5fix/subat-4/dondurulmus-meyve-1.jpg
buyuk boy yumurta aki,x,100,145.7,12.7,9.4,3.1,0,0.7,x,614,2.07,https://images.migrosone.com/sanalmarket/product/20000296/cp-l-buyuk-boy-yumurta-30-lu-63-72-gr-fe34ec.jpg
sekersiz cig krema,x,100,347.4,2.9,35.6,22.9,0,2.8,x,615,32.00,https://productimages.hepsiburada.net/s/289/375/110000278712956.jpg
yogunlastirilmis sut,x,100,328.5,8,8.8,5.5,0,54.5,x,616,44.00,https://productimages.hepsiburada.net/s/43/375/10784989741106.jpg
findik ici,x,100,656.2,14.9,61.5,4.5,9.4,17.8,x,617,108.00,https://productimages.hepsiburada.net/s/42/375/10738228101170.jpg
vanilyali puding,x,100,126.6,1.5,3.7,1,0,22.2,x,618,15.00,https://images.migrosone.com/sanalmarket/product/07100239/07100239-2f8a7e-1650x1650.jpg
,x,100,0,0,0,0,0,0,x,619,0, 
damla sakizli vanilin,x,100,398.1,0,0,0,0.1,98.4,x,620,74.00,https://cdn.akakce.com/dr-oetker/dr-oetker-damla-sakizli-sekerli-z.jpg
pasta susu,x,100,393.6,3,17.6,2.9,0.3,57.2,x,621,25.00,https://www.aktuelexpress.com/content/images/thumbs/0053098_droetker-pasta-susu-10-gr-renkli_350.webp
oda sicakliginda tereyag,x,100,721.5,0.8,79.6,51.1,0,0.1,x,622,100.00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJC7j5jEUjcIDJvHGtlyMvJLGoKzM4wjv2uA&usqp=CAU
vanilyali toz puding,x,100,282.7,0,0,0,0,12.6,x,623,15.00,https://www.guvendikmarket.com/wp-content/uploads/2020/07/bizim-puding-vanilyali.png
kedi dili biskuvi,x,100,358.9,7,16.5,4.3,1.5,44.6,x,624,23.00,https://www.onurmarket.com/Uploads/UrunResimleri/buyuk/1136947--9968-.jpg
kahve,x,100,1,0.1,0,0,0,0,x,625,125.00,https://i.nefisyemektarifleri.com/2023/03/13/nitelikli-kahve-cekirdegi-cesitleri-ozellikleri.jpg
mascarpone peyniri,x,100,446.8,4.6,46.3,27.4,0,3.1,x,626,90.00,https://cdn.dsmcdn.com/ty140/product/media/images/20210701/9/106021475/113598449/1/1_org_zoom.jpg
konyak,x,100,228.9,0,0,0,0,0,x,627,250.00,https://degustasyon.net/wp-content/uploads/2023/04/COURVOISIER-VSOP-FRANSA-e1681207039999.jpg
turk kahvesi,x,100,1,0.1,0,0,0,0,x,628,190.00,https://www.tchibo.com.tr/newmedia/art_img/MAIN/1729b4efbb5f851d/.jpg
kakaolu pirinc patlagi,x,100,373.9,5.6,5.1,1,5.8,82.1,x,629,55.00,https://canbisgida.com.tr/wp-content/uploads/2020/04/7-8-mm-kakaolu-pirin%C3%A7-patla%C4%9F%C4%B1-.png
kirmizi meyveler,x,100,46.5,1,0.4,0,3.9,11.1,x,630,18.00,https://st1.myideasoft.com/idea/cb/11/myassets/products/103/kirmizi-meyveler.png?revision=1624952271
kucuk muz,x,100,89.4,1.1,0.3,0.1,2.6,23.2,x,631,23.00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYU-GFQ-v-j5VuImxComLni5U5oxTVjNjynA&usqp=CAU
hazir puding,x,100,104.6,3.2,1.9,1.1,0.4,19,x,632,30.00,https://i.nefisyemektarifleri.com/2019/01/02/hazir-puding-cogaltma.jpg
kakaolu krem santi,x,100,411.3,19.8,10.1,0,20.3,60.6,x,633,41.00,https://productimages.hepsiburada.net/s/4/375/9632927350834.jpg
cekirdeksiz visne,x,100,63.8,1.1,0.2,0,2.1,15.9,x,634,75.00,https://www.altindoga.com/image/cache/catalog/kurumeyveler/visnecekirdeksiz-800x800.jpg
yemek kasigi un,x,100,362.6,10.2,1,0.2,2.7,77,x,635,16.00,https://productimages.hepsiburada.net/s/38/375/10601002336306.jpg
taze visne,x,100,63.5,1.1,0.2,0,2,15.9,x,636,75.00,https://fresh36.com/img/tr/min/urunler/taze-meyveler/visne/visne.jpg
esmer seker,x,100,381.1,0,0,0,0,98.8,x,637,69.00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpR4UWZUHi2WmOVoUW1DFt5o1zKK-cfa11hQ&usqp=CAU
sut kremasi,x,100,51.3,3.5,1.9,1.2,0,4.9,x,638,185.00,https://images.migrosone.com/sanalmarket/product/11552010/11552010-5514a0.png
hamsi,x,100,206.1,29.1,9.9,2.2,0,0,x,639,60.00,https://www.tazemasa.com/Uploads/UrunResimleri/buyuk/hamsi-500-gr-balik-ye-24cbc0.png
orta boy palamut baligi,x,100,288.5,62.3,2.2,0.6,0,0,x,640,70.00,https://images.migrosone.com/sanalmarket/product/18992617/18992617-fbfd2f-1650x1650.jpg
kizartma yagi,x,100,883,0,100.8,6.6,0,0,x,641,48.00,https://cdn.dsmcdn.com/ty4/product/media/images/20200527/11/1745678/71909615/1/1_org_zoom.jpg
buyuk boy palamut baligi,x,100,288.5,62.3,2.2,0.6,0,0,x,642,70.00,https://i.nefisyemektarifleri.com/2022/09/22/palamut-baligi-nasil-pisirilir-faydalari-12-tarif.jpg
istavrit,x,100,254.4,23.9,18,4.2,0,0,x,643,50.00,https://www.esk.gov.tr/upload/Node/10984/pics/images.jpg
cinekop,x,100,0,0,0,0,0,0,x,644,90.00,https://www.kaloriver.com/uploads/nutrition/1790/cinekop-baligi.jpg
